,Country,Reactor,Type,Status,Year,Electricity Supplied [GW.h],Annual Time On Line [h],Source,Table_S1_Zazzeri,Table_S2_Zazzeri,RX_RADD_ENSI_RIFE,RX_Group,EF_Zazzeri [TBq GWa^-1],H_yr,Emissions [TBq yr^-1],Comment,Emissions [GBq yr^-1],Origin
53,ARGENTINA,ATUCHA-2,PHWR,Operational,2017,3356.61,5130.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=5,Atucha 2,,,Atucha 1-2,1.601461187278584,8760.0,0.6136393419898594,,613.6393419898594,EF Zazzeri et al. 2018
54,ARGENTINA,ATUCHA-2,PHWR,Operational,2018,4178.88,6448.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=5,Atucha 2,,,Atucha 1-2,1.601461187278584,8760.0,0.7639627998053344,,763.9627998053344,EF Zazzeri et al. 2018
55,ARGENTINA,ATUCHA-2,PHWR,Operational,2019,1748.39,7001.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=5,Atucha 2,,,Atucha 1-2,1.601461187278584,8760.0,0.3196322745691785,,319.6322745691785,EF Zazzeri et al. 2018
56,ARGENTINA,ATUCHA-2,PHWR,Operational,2020,2421.87,6155.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=5,Atucha 2,,,Atucha 1-2,1.601461187278584,8784.0,0.4415449459966284,,441.5449459966284,EF Zazzeri et al. 2018
57,ARGENTINA,ATUCHA-2,PHWR,Operational,2021,3510.88,7217.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=5,Atucha 2,,,Atucha 1-2,1.601461187278584,8760.0,0.641842243515141,,641.8422435151409,EF Zazzeri et al. 2018
58,ARGENTINA,ATUCHA-2,PHWR,Operational,2022,1259.03,3381.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=5,Atucha 2,,,Atucha 1-2,1.601461187278584,8760.0,0.2301698263264104,,230.1698263264104,EF Zazzeri et al. 2018
59,ARGENTINA,ATUCHA-2,PHWR,Operational,2023,1541.93,2958.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=5,Atucha 2,,,Atucha 1-2,1.601461187278584,8760.0,0.2818882475457154,,281.8882475457154,EF Zazzeri et al. 2018
60,ARGENTINA,ATUCHA-2,PHWR,Operational,2024,4111.75,6836.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=5,Atucha 2,,,Atucha 1-2,1.601461187278584,8784.0,0.7496366162104642,,749.6366162104641,EF Zazzeri et al. 2018
61,ARGENTINA,EMBALSE,PHWR,Operational,1983,815.4,2098.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.1490304235847661,,148.93150699999998,Table S1 Zazzeri et al. 2018
62,ARGENTINA,EMBALSE,PHWR,Operational,1984,2527.07,6355.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8784.0,0.4606099124398016,,461.565297,Table S1 Zazzeri et al. 2018
63,ARGENTINA,EMBALSE,PHWR,Operational,1985,3778.57,8170.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.6906081526179665,,690.1497720000001,Table S1 Zazzeri et al. 2018
64,ARGENTINA,EMBALSE,PHWR,Operational,1986,3061.67,5847.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.5595805457159322,,559.209132,Table S1 Zazzeri et al. 2018
65,ARGENTINA,EMBALSE,PHWR,Operational,1987,4577.05,7951.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.8365461126669782,,835.990868,Table S1 Zazzeri et al. 2018
66,ARGENTINA,EMBALSE,PHWR,Operational,1988,4560.58,7798.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8784.0,0.8312584750223422,,832.982648,Table S1 Zazzeri et al. 2018
67,ARGENTINA,EMBALSE,PHWR,Operational,1989,4658.98,7804.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.8515204352133356,,850.955251,Table S1 Zazzeri et al. 2018
68,ARGENTINA,EMBALSE,PHWR,Operational,1990,5000.74,8404.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.9139838121624768,,913.377169,Table S1 Zazzeri et al. 2018
69,ARGENTINA,EMBALSE,PHWR,Operational,1991,4498.81,7855.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.8222462103598013,,821.700457,Table S1 Zazzeri et al. 2018
70,ARGENTINA,EMBALSE,PHWR,Operational,1992,4353.98,7440.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8784.0,0.7936014224238533,,795.247489,Table S1 Zazzeri et al. 2018
71,ARGENTINA,EMBALSE,PHWR,Operational,1993,4773.27,7956.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.87240918565668,,871.830137,Table S1 Zazzeri et al. 2018
72,ARGENTINA,EMBALSE,PHWR,Operational,1994,5157.89,8575.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.942706072484216,,942.080365,Table S1 Zazzeri et al. 2018
73,ARGENTINA,EMBALSE,PHWR,Operational,1995,3897.91,6541.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.7124198901095118,,711.947032,Table S1 Zazzeri et al. 2018
74,ARGENTINA,EMBALSE,PHWR,Operational,1996,4891.97,8176.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8784.0,0.8916610435635484,,893.5105020000001,Table S1 Zazzeri et al. 2018
75,ARGENTINA,EMBALSE,PHWR,Operational,1997,4737.03,7821.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.8657856112751348,,865.210959,Table S1 Zazzeri et al. 2018
76,ARGENTINA,EMBALSE,PHWR,Operational,1998,4555.43,7629.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.832594631482403,,832.042009,Table S1 Zazzeri et al. 2018
77,ARGENTINA,EMBALSE,PHWR,Operational,1999,5201.79,8700.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.9507296628636264,,950.0986300000001,Table S1 Zazzeri et al. 2018
78,ARGENTINA,EMBALSE,PHWR,Operational,2000,4064.48,6837.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8784.0,0.7408341584971231,,742.370776,Table S1 Zazzeri et al. 2018
79,ARGENTINA,EMBALSE,PHWR,Operational,2001,5128.11,8564.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.9372631904455178,,936.6410960000001,Table S1 Zazzeri et al. 2018
80,ARGENTINA,EMBALSE,PHWR,Operational,2002,4385.52,7401.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.8015402296289721,,801.0082189999999,Table S1 Zazzeri et al. 2018
81,ARGENTINA,EMBALSE,PHWR,Operational,2003,5004.14,8367.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.914605229185028,,913.9981740000001,Table S1 Zazzeri et al. 2018
82,ARGENTINA,EMBALSE,PHWR,Operational,2004,4589.57,7704.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8784.0,0.8365424922286838,,838.277626,Table S1 Zazzeri et al. 2018
83,ARGENTINA,EMBALSE,PHWR,Operational,2005,4372.48,7341.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.7991569125777758,,798.626484,Table S1 Zazzeri et al. 2018
84,ARGENTINA,EMBALSE,PHWR,Operational,2006,5052.1,8455.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.9233708645972496,,922.757991,Table S1 Zazzeri et al. 2018
85,ARGENTINA,EMBALSE,PHWR,Operational,2007,4003.72,6771.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.7317587533907285,,731.273059,Table S1 Zazzeri et al. 2018
86,ARGENTINA,EMBALSE,PHWR,Operational,2008,4368.61,7382.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8784.0,0.7962680375231558,,797.919635,Table S1 Zazzeri et al. 2018
87,ARGENTINA,EMBALSE,PHWR,Operational,2009,5192.43,8705.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.9490189383544856,,948.389041,Table S1 Zazzeri et al. 2018
88,ARGENTINA,EMBALSE,PHWR,Operational,2010,3908.69,6701.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.714390147610424,,713.915982,Table S1 Zazzeri et al. 2018
89,ARGENTINA,EMBALSE,PHWR,Operational,2011,3559.35,7405.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.6505413762404187,,650.109589,Table S1 Zazzeri et al. 2018
90,ARGENTINA,EMBALSE,PHWR,Operational,2012,3425.53,7214.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8784.0,0.6243725236577988,,625.66758,Table S1 Zazzeri et al. 2018
91,ARGENTINA,EMBALSE,PHWR,Operational,2013,3285.69,6841.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.6005246167135521,,600.1260269999999,Table S1 Zazzeri et al. 2018
92,ARGENTINA,EMBALSE,PHWR,Operational,2014,1533.11,3678.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.2802060739539377,,280.02009100000004,Table S1 Zazzeri et al. 2018
93,ARGENTINA,EMBALSE,PHWR,Operational,2015,641.36,1564.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.117221182818648,,117.14337900000001,Table S1 Zazzeri et al. 2018
94,ARGENTINA,EMBALSE,PHWR,Operational,2019,3786.17,7051.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8760.0,0.6919972024330808,,691.9972024330808,EF Zazzeri et al. 2018
95,ARGENTINA,EMBALSE,PHWR,Operational,2020,4910.14,8447.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=4,Embalse,,,Embalse,1.601062681631778,8784.0,0.8949728956725249,,894.9728956725249,EF Zazzeri et al. 2018
