Country,Reactor,Reactor Type,Emission Type,Year,Emissions [TBq yr^-1],Electricity Supplied [GW.h],Annual Time On Line [h],RX_PRIS,H_yr,EF [TBq GWa^-1]
Slovenia,Krsko,PWR,CO2,2014,0.046493962,6060.82,8760.0,KRSKO,8760,0.06720000051478182
Slovenia,Krsko,PWR,CO2,2015,0.041207255,5371.66,7826.0,KRSKO,8760,0.06720000033509195
Slovenia,Krsko,PWR,CO2,2016,0.041664536,5431.27,7923.0,KRSKO,8784,0.06738410799389462
South Africa,Koeberg 1-2,PWR,CO2,1984,0.030297764,3949.53,5063.0,KOEBERG-1,8784,0.06738410873597618
South Africa,Koeberg 1-2,PWR,CO2,1985,0.041379397,5394.1,6992.0,KOEBERG-1,8760,0.06719999957731596
South Africa,Koeberg 1-2,PWR,CO2,1986,0.06772149,8827.98,10544.0,KOEBERG-1,8760,0.06719999959220568
South Africa,Koeberg 1-2,PWR,CO2,1987,0.04769451,6217.32,8530.0,KOEBERG-1,8760,0.06720000057902763
South Africa,Koeberg 1-2,PWR,CO2,1988,0.080679353,10517.13,12417.0,KOEBERG-1,8784,0.06738410923436336
South Africa,Koeberg 1-2,PWR,CO2,1989,0.085290992,11118.29,13770.0,KOEBERG-1,8760,0.06720000017268841
South Africa,Koeberg 1-2,PWR,CO2,1990,0.064947803,8466.41,11293.0,KOEBERG-1,8760,0.06720000026929951
South Africa,Koeberg 1-2,PWR,CO2,1991,0.070335847,9168.78,11953.0,KOEBERG-1,8760,0.06720000040572464
South Africa,Koeberg 1-2,PWR,CO2,1992,0.071346992,9300.59,14136.0,KOEBERG-1,8784,0.06738410979604519
South Africa,Koeberg 1-2,PWR,CO2,1993,0.056078553,7310.24,10664.0,KOEBERG-1,8760,0.06719999949112478
South Africa,Koeberg 1-2,PWR,CO2,1994,0.074333019,9689.84,14366.0,KOEBERG-1,8760,0.06719999983900662
South Africa,Koeberg 1-2,PWR,CO2,1995,0.086588197,11287.39,14493.0,KOEBERG-1,8760,0.06719999979800469
South Africa,Koeberg 1-2,PWR,CO2,1996,0.090196208,11757.720000000001,14437.0,KOEBERG-1,8784,0.06738410942529673
South Africa,Koeberg 1-2,PWR,CO2,1997,0.096865041,12627.05,15085.0,KOEBERG-1,8760,0.06719999993347615
South Africa,Koeberg 1-2,PWR,CO2,1998,0.104185545,13581.33,15746.0,KOEBERG-1,8760,0.06719999986746512
South Africa,Koeberg 1-2,PWR,CO2,1999,0.103297676,13465.59,15357.0,KOEBERG-1,8760,0.06719999953659662
South Africa,Koeberg 1-2,PWR,CO2,2000,0.099688131,12995.06,15937.0,KOEBERG-1,8784,0.06738410924643673
South Africa,Koeberg 1-2,PWR,CO2,2001,0.082123157,10705.34,12764.0,KOEBERG-1,8760,0.06720000068377091
South Africa,Koeberg 1-2,PWR,CO2,2002,0.092188274,12017.400000000001,13856.0,KOEBERG-1,8760,0.06720000001997103
South Africa,Koeberg 1-2,PWR,CO2,2003,0.097185776,12668.86,14548.0,KOEBERG-1,8760,0.06720000045465811
South Africa,Koeberg 1-2,PWR,CO2,2004,0.10958126,14284.7,16142.0,KOEBERG-1,8784,0.06738410942056886
South Africa,Koeberg 1-2,PWR,CO2,2005,0.093879243,12237.830000000002,14056.0,KOEBERG-1,8760,0.06719999940185474
South Africa,Koeberg 1-2,PWR,CO2,2006,0.07728115,10074.15,12438.0,KOEBERG-1,8760,0.06719999940441626
South Africa,Koeberg 1-2,PWR,CO2,2007,0.096664208,12600.869999999999,15031.0,KOEBERG-1,8760,0.06719999984762957
South Africa,Koeberg 1-2,PWR,CO2,2008,0.097790959,12747.75,14649.0,KOEBERG-1,8784,0.06738410965511561
South Africa,Koeberg 1-2,PWR,CO2,2009,0.088785085,11573.77,13386.0,KOEBERG-1,8760,0.06720000005184136
South Africa,Koeberg 1-2,PWR,CO2,2010,0.098958443,12899.939999999999,14650.0,KOEBERG-1,8760,0.0671999994325555
South Africa,Koeberg 1-2,PWR,CO2,2011,0.099254553,12938.54,14569.0,KOEBERG-1,8760,0.06719999971248687
South Africa,Koeberg 1-2,PWR,CO2,2012,0.09510434,12397.529999999999,13886.0,KOEBERG-1,8784,0.06738410978315842
South Africa,Koeberg 1-2,PWR,CO2,2013,0.104640296,13640.61,14844.0,KOEBERG-1,8760,0.06720000007037807
South Africa,Koeberg 1-2,PWR,CO2,2014,0.11324811,14762.7,16222.0,KOEBERG-1,8760,0.06720000024385783
South Africa,Koeberg 1-2,PWR,CO2,2015,0.084116143,10965.14,12188.0,KOEBERG-1,8760,0.06720000042680714
South Africa,Koeberg 1-2,PWR,CO2,2016,0.116675386,15209.470000000001,16543.0,KOEBERG-1,8784,0.06738410941498947
Spain,Almaraz 1-2,PWR,CO2,1981,0.014490192,1888.9,3119.0,ALMARAZ-1,8760,0.06720000101646462
Spain,Almaraz 1-2,PWR,CO2,1982,0.017817205,2322.6,5864.0,ALMARAZ-1,8760,0.06719999819168174
Spain,Almaraz 1-2,PWR,CO2,1983,0.033958247,4426.7,7245.0,ALMARAZ-1,8760,0.06720000084035511
Spain,Almaraz 1-2,PWR,CO2,1984,0.083105841,10833.439999999999,13564.0,ALMARAZ-1,8784,0.06738410951129098
Spain,Almaraz 1-2,PWR,CO2,1985,0.084853348,11061.24,13002.0,ALMARAZ-1,8760,0.06720000004339477
Spain,Almaraz 1-2,PWR,CO2,1986,0.086302904,11250.2,13554.0,ALMARAZ-1,8760,0.06719999991466817
Spain,Almaraz 1-2,PWR,CO2,1987,0.10429977,13596.22,15697.0,ALMARAZ-1,8760,0.06720000008825983
Spain,Almaraz 1-2,PWR,CO2,1988,0.097339967,12688.96,14737.0,ALMARAZ-1,8784,0.06738410950369456
Spain,Almaraz 1-2,PWR,CO2,1989,0.10055337,13107.85,15278.0,ALMARAZ-1,8760,0.0672000000915482
Spain,Almaraz 1-2,PWR,CO2,1990,0.108240789,14109.96,16103.0,ALMARAZ-1,8760,0.06719999997448611
Spain,Almaraz 1-2,PWR,CO2,1991,0.109657052,14294.58,16301.0,ALMARAZ-1,8760,0.06719999996642084
Spain,Almaraz 1-2,PWR,CO2,1992,0.101810915,13271.78,15384.0,ALMARAZ-1,8784,0.06738410954370852
Spain,Almaraz 1-2,PWR,CO2,1993,0.10924595,14240.990000000002,16423.0,ALMARAZ-1,8760,0.06719999957868096
Spain,Almaraz 1-2,PWR,CO2,1994,0.106117545,13833.18,16057.0,ALMARAZ-1,8760,0.06719999986987807
Spain,Almaraz 1-2,PWR,CO2,1995,0.102819069,13403.2,15661.0,ALMARAZ-1,8760,0.06720000033126416
Spain,Almaraz 1-2,PWR,CO2,1996,0.101088592,13177.619999999999,14897.0,ALMARAZ-1,8784,0.06738410973514186
Spain,Almaraz 1-2,PWR,CO2,1997,0.097312121,12685.33,14182.0,ALMARAZ-1,8760,0.06720000031217162
Spain,Almaraz 1-2,PWR,CO2,1998,0.106821074,13924.89,15570.0,ALMARAZ-1,8760,0.06720000001723532
Spain,Almaraz 1-2,PWR,CO2,1999,0.115952757,15115.27,16356.0,ALMARAZ-1,8760,0.06720000048427849
Spain,Almaraz 1-2,PWR,CO2,2000,0.114097315,14873.4,16174.0,ALMARAZ-1,8784,0.0673841095485901
Spain,Almaraz 1-2,PWR,CO2,2001,0.120843781,15752.85,16938.0,ALMARAZ-1,8760,0.0672000000990297
Spain,Almaraz 1-2,PWR,CO2,2002,0.119540285,15582.93,16860.0,ALMARAZ-1,8760,0.06720000003850367
Spain,Almaraz 1-2,PWR,CO2,2003,0.10837189,14127.05,15624.0,ALMARAZ-1,8760,0.06719999974516973
Spain,Almaraz 1-2,PWR,CO2,2004,0.120813172,15748.86,16867.0,ALMARAZ-1,8784,0.0673841092528602
Spain,Almaraz 1-2,PWR,CO2,2005,0.120996438,15772.75,16940.0,ALMARAZ-1,8760,0.06719999980219048
Spain,Almaraz 1-2,PWR,CO2,2006,0.110485162,14402.529999999999,15578.0,ALMARAZ-1,8760,0.06720000021662861
Spain,Almaraz 1-2,PWR,CO2,2007,0.117994838,15381.470000000001,16428.0,ALMARAZ-1,8760,0.06719999979715853
Spain,Almaraz 1-2,PWR,CO2,2008,0.119076329,15522.45,16509.0,ALMARAZ-1,8784,0.0673841097208237
Spain,Almaraz 1-2,PWR,CO2,2009,0.105438641,13744.68,14703.0,ALMARAZ-1,8760,0.06719999993888544
Spain,Almaraz 1-2,PWR,CO2,2010,0.114234476,14891.279999999999,15719.0,ALMARAZ-1,8760,0.06719999958096282
Spain,Almaraz 1-2,PWR,CO2,2011,0.117038236,15256.77,15805.0,ALMARAZ-1,8760,0.0672000002202301
Spain,Almaraz 1-2,PWR,CO2,2012,0.115412548,15044.849999999999,15135.0,ALMARAZ-1,8784,0.06738410962103313
Spain,Almaraz 1-2,PWR,CO2,2013,0.115902664,15108.74,15439.0,ALMARAZ-1,8760,0.06720000057185443
Spain,Almaraz 1-2,PWR,CO2,2014,0.116613864,15201.45,15405.0,ALMARAZ-1,8760,0.06720000056836684
Spain,Almaraz 1-2,PWR,CO2,2015,0.12331154,16074.54,16322.0,ALMARAZ-1,8760,0.06720000014930443
Spain,Almaraz 1-2,PWR,CO2,2016,0.116405359,15174.27,15449.0,ALMARAZ-1,8784,0.06738410964454962
Spain,Asco 1-2,PWR,CO2,1983,0.002767781,360.8,1294.0,ASCO-1,8760,0.06720000432372505
Spain,Asco 1-2,PWR,CO2,1984,0.03097966,4038.42,5771.0,ASCO-1,8784,0.06738410899312107
Spain,Asco 1-2,PWR,CO2,1985,0.035987364,4691.21,6333.0,ASCO-1,8760,0.06719999928376687
Spain,Asco 1-2,PWR,CO2,1986,0.080524931,10497.0,12847.0,ASCO-1,8760,0.067199999577022
Spain,Asco 1-2,PWR,CO2,1987,0.094709041,12346.0,14604.0,ASCO-1,8760,0.06719999993196177
Spain,Asco 1-2,PWR,CO2,1988,0.103822466,13534.0,15473.0,ASCO-1,8784,0.0673841097490764
Spain,Asco 1-2,PWR,CO2,1989,0.103423562,13482.0,15500.0,ASCO-1,8760,0.06720000023141967
Spain,Asco 1-2,PWR,CO2,1990,0.104136986,13575.0,15615.0,ASCO-1,8760,0.06719999980552487
Spain,Asco 1-2,PWR,CO2,1991,0.104758357,13656.0,15609.0,ASCO-1,8760,0.06720000053602812
Spain,Asco 1-2,PWR,CO2,1992,0.107029041,13952.0,15940.0,ASCO-1,8784,0.06738410952866973
Spain,Asco 1-2,PWR,CO2,1993,0.10472,13651.0,15298.0,ASCO-1,8760,0.0672
Spain,Asco 1-2,PWR,CO2,1994,0.107036712,13953.0,15720.0,ASCO-1,8760,0.06719999979359277
Spain,Asco 1-2,PWR,CO2,1995,0.097309589,12685.0,14061.0,ASCO-1,8760,0.06719999997162003
Spain,Asco 1-2,PWR,CO2,1996,0.10726685,13983.0,15580.0,ASCO-1,8784,0.06738411001930916
Spain,Asco 1-2,PWR,CO2,1997,0.109905753,14327.0,15923.0,ASCO-1,8760,0.06719999974035037
Spain,Asco 1-2,PWR,CO2,1998,0.113135343,14748.0,15993.0,ASCO-1,8760,0.06720000031733116
Spain,Asco 1-2,PWR,CO2,1999,0.117845479,15362.0,16595.0,ASCO-1,8760,0.06719999974222106
Spain,Asco 1-2,PWR,CO2,2000,0.123752329,16132.0,16742.0,ASCO-1,8784,0.06738410971584428
Spain,Asco 1-2,PWR,CO2,2001,0.119878357,15627.0,16158.0,ASCO-1,8760,0.06720000046842005
Spain,Asco 1-2,PWR,CO2,2002,0.124097534,16177.0,16864.0,ASCO-1,8760,0.0671999998664771
Spain,Asco 1-2,PWR,CO2,2003,0.12352457,16102.310000000001,16638.0,ASCO-1,8760,0.06720000007452347
Spain,Asco 1-2,PWR,CO2,2004,0.112334083,14643.55,15236.0,ASCO-1,8784,0.06738411007385504
Spain,Asco 1-2,PWR,CO2,2005,0.115524011,15059.380000000001,16327.0,ASCO-1,8760,0.06720000002390536
Spain,Asco 1-2,PWR,CO2,2006,0.118038181,15387.119999999999,16306.0,ASCO-1,8760,0.0672000001013835
Spain,Asco 1-2,PWR,CO2,2007,0.112507759,14666.19,15408.0,ASCO-1,8760,0.06720000005727458
Spain,Asco 1-2,PWR,CO2,2008,0.11169246,14559.91,15181.0,ASCO-1,8784,0.06738410942375331
Spain,Asco 1-2,PWR,CO2,2009,0.102166093,13318.08,13840.0,ASCO-1,8760,0.06719999990088661
Spain,Asco 1-2,PWR,CO2,2010,0.117410136,15305.25,15814.0,ASCO-1,8760,0.06719999943548782
Spain,Asco 1-2,PWR,CO2,2011,0.105991507,13816.75,14506.0,ASCO-1,8760,0.06720000009553621
Spain,Asco 1-2,PWR,CO2,2012,0.116754247,15219.75,15993.0,ASCO-1,8784,0.06738410983413
Spain,Asco 1-2,PWR,CO2,2013,0.122445228,15961.61,16259.0,ASCO-1,8760,0.0672000003307937
Spain,Asco 1-2,PWR,CO2,2014,0.106889117,13933.76,14236.0,ASCO-1,8760,0.06719999949188159
Spain,Asco 1-2,PWR,CO2,2015,0.121512636,15840.04,16381.0,ASCO-1,8760,0.06720000021212066
Spain,Asco 1-2,PWR,CO2,2016,0.123399759,16086.039999999999,16412.0,ASCO-1,8784,0.06738410964140334
Spain,Cofrentes,BWR,CO2,2007,0.349801199,6008.35,5898.0,COFRENTES,8760,0.5100000005392495
Spain,Cofrentes,BWR,CO2,2008,0.457386747,7856.29,7643.0,COFRENTES,8784,0.5113972607487758
Spain,Cofrentes,BWR,CO2,2009,0.451023973,7747.0,7618.0,COFRENTES,8760,0.5100000004492062
Spain,Cofrentes,BWR,CO2,2010,0.535727055,9201.9,8760.0,COFRENTES,8760,0.5100000001956118
Spain,Cofrentes,BWR,CO2,2011,0.442412192,7599.08,7564.0,COFRENTES,8760,0.5100000002526621
Spain,Cofrentes,BWR,CO2,2012,0.405288733,9064.14,8686.0,COFRENTES,8784,0.3927627144629276
Spain,Cofrentes,BWR,CO2,2013,0.466498048,8012.79,7800.0,COFRENTES,8760,0.5100000000599042
Spain,Cofrentes,BWR,CO2,2014,0.530655582,9114.79,8760.0,COFRENTES,8760,0.5099999998156841
Spain,Cofrentes,BWR,CO2,2015,0.433073253,7438.67,7325.0,COFRENTES,8760,0.5099999994999106
Spain,Cofrentes,BWR,CO2,2016,0.534874144,9187.25,8784.0,COFRENTES,8784,0.511397260431141
Spain,José Cabrera 1,PWR,CO2,1972,0.00687726,896.5,6172.0,JOSE CABRERA-1,8784,0.0673841069046291
Spain,José Cabrera 1,PWR,CO2,1973,0.006711562,874.9,6089.0,JOSE CABRERA-1,8760,0.06720000356612184
Spain,José Cabrera 1,PWR,CO2,1974,0.007804712,1017.4,8450.0,JOSE CABRERA-1,8760,0.06719999716925497
Spain,José Cabrera 1,PWR,CO2,1975,0.008311781,1083.5,7685.0,JOSE CABRERA-1,8760,0.0672000014397785
Spain,José Cabrera 1,PWR,CO2,1976,0.008121534,1058.7,7780.0,JOSE CABRERA-1,8784,0.06738410754321338
Spain,José Cabrera 1,PWR,CO2,1977,0.008742904,1139.7,8003.0,JOSE CABRERA-1,8760,0.06719999915767307
Spain,José Cabrera 1,PWR,CO2,1978,0.007732603,1008.0,7059.0,JOSE CABRERA-1,8760,0.06720000226190477
Spain,José Cabrera 1,PWR,CO2,1979,0.007298411,951.4,6789.0,JOSE CABRERA-1,8760,0.06720000037838975
Spain,José Cabrera 1,PWR,CO2,1980,0.007014576,914.4,7355.0,JOSE CABRERA-1,8784,0.06738411590551181
Spain,José Cabrera 1,PWR,CO2,1981,0.008503562,1108.5,7690.0,JOSE CABRERA-1,8760,0.06720000281461434
Spain,José Cabrera 1,PWR,CO2,1982,0.006642521,865.9,6891.0,JOSE CABRERA-1,8760,0.06720000457327636
Spain,José Cabrera 1,PWR,CO2,1983,0.000113534,14.8,163.0,JOSE CABRERA-1,8760,0.06719985405405406
Spain,José Cabrera 1,PWR,CO2,1984,0.00849128,1106.9,8379.0,JOSE CABRERA-1,8784,0.06738404871262084
Spain,José Cabrera 1,PWR,CO2,1985,0.002122523,276.69,2272.0,JOSE CABRERA-1,8760,0.06719903675593623
Spain,José Cabrera 1,PWR,CO2,1986,0.00805165,1049.59,7586.0,JOSE CABRERA-1,8760,0.06720000571651788
Spain,José Cabrera 1,PWR,CO2,1987,0.008416447,1097.14,7834.0,JOSE CABRERA-1,8760,0.06720024401626046
Spain,José Cabrera 1,PWR,CO2,1988,0.008761913,1142.18,7839.0,JOSE CABRERA-1,8784,0.06738398833108616
Spain,José Cabrera 1,PWR,CO2,1989,0.008690893,1132.92,8059.0,JOSE CABRERA-1,8760,0.06719999883486918
Spain,José Cabrera 1,PWR,CO2,1990,0.007344285,957.38,7281.0,JOSE CABRERA-1,8760,0.06720000062671039
Spain,José Cabrera 1,PWR,CO2,1991,0.008042483,1048.39,7230.0,JOSE CABRERA-1,8760,0.06720032724463224
Spain,José Cabrera 1,PWR,CO2,1992,0.008621008,1123.81,7743.0,JOSE CABRERA-1,8784,0.06738410787588649
Spain,José Cabrera 1,PWR,CO2,1993,0.007003544,912.96,8496.0,JOSE CABRERA-1,8760,0.0672001461619348
Spain,José Cabrera 1,PWR,CO2,1994,0.000161464,21.05,216.0,JOSE CABRERA-1,8760,0.06719356959619953
Spain,José Cabrera 1,PWR,CO2,1995,0.002675258,348.74,4853.0,JOSE CABRERA-1,8760,0.06719980524172736
Spain,José Cabrera 1,PWR,CO2,1996,0.007516228,979.79,8099.0,JOSE CABRERA-1,8784,0.06738438517641536
Spain,José Cabrera 1,PWR,CO2,1997,0.006257033,815.65,6088.0,JOSE CABRERA-1,8760,0.06719991305094097
Spain,José Cabrera 1,PWR,CO2,1998,0.008440918,1100.33,8004.0,JOSE CABRERA-1,8760,0.06720024145483629
Spain,José Cabrera 1,PWR,CO2,1999,0.008512307,1109.64,7969.0,JOSE CABRERA-1,8760,0.06720000118957499
Spain,José Cabrera 1,PWR,CO2,2000,0.008428345,1098.69,7898.0,JOSE CABRERA-1,8784,0.0673844146028452
Spain,José Cabrera 1,PWR,CO2,2001,0.008115197,1057.87,7698.0,JOSE CABRERA-1,8760,0.06720024740279996
Spain,José Cabrera 1,PWR,CO2,2002,0.007267465,947.37,6912.0,JOSE CABRERA-1,8760,0.06719971436714271
Spain,José Cabrera 1,PWR,CO2,2003,0.00821599,1071.01,7632.0,JOSE CABRERA-1,8760,0.06720018711309886
Spain,José Cabrera 1,PWR,CO2,2004,0.008997221,1172.85,8489.0,JOSE CABRERA-1,8784,0.06738422582938994
Spain,José Cabrera 1,PWR,CO2,2005,0.008392835,1094.07,7899.0,JOSE CABRERA-1,8760,0.06719975376347034
Spain,José Cabrera 1,PWR,CO2,2006,0.00300381,391.57,2855.0,JOSE CABRERA-1,8760,0.06719967208928161
Spain,Sta Maria de Garona,BWR,CO2,1978,0.181125685,3111.1,7409.0,SANTA MARIA DE GARONA,8760,0.5100000001928578
Spain,Sta Maria de Garona,BWR,CO2,1979,0.136197945,2339.4,5786.0,SANTA MARIA DE GARONA,8760,0.5099999992305719
Spain,Sta Maria de Garona,BWR,CO2,1980,0.045457534,780.8,1926.0,SANTA MARIA DE GARONA,8784,0.5113972575000001
Spain,Sta Maria de Garona,BWR,CO2,1981,0.185061301,3178.7,7597.0,SANTA MARIA DE GARONA,8760,0.5099999989807155
Spain,Sta Maria de Garona,BWR,CO2,1982,0.119005822,2044.1,5132.0,SANTA MARIA DE GARONA,8760,0.5100000003522333
Spain,Sta Maria de Garona,BWR,CO2,1983,0.135190753,2322.1,5630.0,SANTA MARIA DE GARONA,8760,0.5099999983980018
Spain,Sta Maria de Garona,BWR,CO2,1984,0.167291062,2873.47,6853.0,SANTA MARIA DE GARONA,8784,0.5113972613627427
Spain,Sta Maria de Garona,BWR,CO2,1985,0.100777979,1731.01,4285.0,SANTA MARIA DE GARONA,8760,0.5099999977123183
Spain,Sta Maria de Garona,BWR,CO2,1986,0.198737568,3413.61,8173.0,SANTA MARIA DE GARONA,8760,0.5099999987344775
Spain,Sta Maria de Garona,BWR,CO2,1987,0.149339178,2565.12,6205.0,SANTA MARIA DE GARONA,8760,0.5099999997193113
Spain,Sta Maria de Garona,BWR,CO2,1988,0.156802295,2693.31,6639.0,SANTA MARIA DE GARONA,8784,0.5113972618376644
Spain,Sta Maria de Garona,BWR,CO2,1989,0.204686404,3515.79,8324.0,SANTA MARIA DE GARONA,8760,0.5099999997269461
Spain,Sta Maria de Garona,BWR,CO2,1990,0.148958425,2558.58,6297.0,SANTA MARIA DE GARONA,8760,0.5100000011725254
Spain,Sta Maria de Garona,BWR,CO2,1991,0.214146438,3678.28,8528.0,SANTA MARIA DE GARONA,8760,0.5099999991517774
Spain,Sta Maria de Garona,BWR,CO2,1992,0.13840387,2377.29,6360.0,SANTA MARIA DE GARONA,8784,0.511397260780132
Spain,Sta Maria de Garona,BWR,CO2,1993,0.213772089,3671.85,8444.0,SANTA MARIA DE GARONA,8760,0.5099999999019568
Spain,Sta Maria de Garona,BWR,CO2,1994,0.182465308,3134.11,7271.0,SANTA MARIA DE GARONA,8760,0.5099999993873858
Spain,Sta Maria de Garona,BWR,CO2,1995,0.222744247,3825.96,8760.0,SANTA MARIA DE GARONA,8760,0.510000000972305
Spain,Sta Maria de Garona,BWR,CO2,1996,0.186524932,3203.84,7450.0,SANTA MARIA DE GARONA,8784,0.5113972616260487
Spain,Sta Maria de Garona,BWR,CO2,1997,0.195834178,3363.74,7853.0,SANTA MARIA DE GARONA,8760,0.5099999997859526
Spain,Sta Maria de Garona,BWR,CO2,1998,0.220798562,3792.54,8735.0,SANTA MARIA DE GARONA,8760,0.5100000008226677
Spain,Sta Maria de Garona,BWR,CO2,1999,0.193915856,3330.79,7639.0,SANTA MARIA DE GARONA,8760,0.5099999995676702
Spain,Sta Maria de Garona,BWR,CO2,2000,0.224409897,3854.57,8699.0,SANTA MARIA DE GARONA,8784,0.5113972596808464
Spain,Sta Maria de Garona,BWR,CO2,2001,0.199985205,3435.04,7737.0,SANTA MARIA DE GARONA,8760,0.5099999987773068
Spain,Sta Maria de Garona,BWR,CO2,2002,0.223644315,3841.42,8679.0,SANTA MARIA DE GARONA,8760,0.5099999998438078
Spain,Sta Maria de Garona,BWR,CO2,2003,0.208293664,3577.75,8085.0,SANTA MARIA DE GARONA,8760,0.5099999990608622
Spain,Sta Maria de Garona,BWR,CO2,2004,0.225528288,3873.78,8699.0,SANTA MARIA DE GARONA,8784,0.5113972610194694
Spain,Sta Maria de Garona,BWR,CO2,2005,0.204656712,3515.28,7946.0,SANTA MARIA DE GARONA,8760,0.5099999991807196
Spain,Sta Maria de Garona,BWR,CO2,2006,0.213480411,3666.84,8487.0,SANTA MARIA DE GARONA,8760,0.5100000000981773
Spain,Sta Maria de Garona,BWR,CO2,2007,0.193396541,3321.87,7889.0,SANTA MARIA DE GARONA,8760,0.5099999997471304
Spain,Sta Maria de Garona,BWR,CO2,2008,0.223636747,3841.29,8710.0,SANTA MARIA DE GARONA,8784,0.5113972612450505
Spain,Sta Maria de Garona,BWR,CO2,2009,0.198761438,3414.02,7855.0,SANTA MARIA DE GARONA,8760,0.5099999990861214
Spain,Sta Maria de Garona,BWR,CO2,2010,0.213232979,3662.59,8337.0,SANTA MARIA DE GARONA,8760,0.5099999989187979
Spain,Sta Maria de Garona,BWR,CO2,2011,0.208335582,3578.47,8100.0,SANTA MARIA DE GARONA,8760,0.5099999995305257
Spain,Sta Maria de Garona,BWR,CO2,2012,0.215699726,3704.96,8349.0,SANTA MARIA DE GARONA,8784,0.5113972602090171
Spain,Trillo 1,PWR,CO2,1988,0.022217655,2896.23,3511.0,TRILLO-1,8784,0.06738411021224143
Spain,Trillo 1,PWR,CO2,1989,0.054832362,7147.79,7665.0,TRILLO-1,8760,0.06720000043649856
Spain,Trillo 1,PWR,CO2,1990,0.048884471,6372.44,7170.0,TRILLO-1,8760,0.06719999967987145
Spain,Trillo 1,PWR,CO2,1991,0.049721403,6481.54,6891.0,TRILLO-1,8760,0.06720000035176825
Spain,Trillo 1,PWR,CO2,1992,0.060897776,7938.46,8028.0,TRILLO-1,8784,0.06738411031661053
Spain,Trillo 1,PWR,CO2,1993,0.056735364,7395.86,7512.0,TRILLO-1,8760,0.06719999954569178
Spain,Trillo 1,PWR,CO2,1994,0.060815157,7927.69,8009.0,TRILLO-1,8760,0.0672000009233459
Spain,Trillo 1,PWR,CO2,1995,0.057324208,7472.62,7597.0,TRILLO-1,8760,0.06719999974306201
Spain,Trillo 1,PWR,CO2,1996,0.0585032,7626.31,7713.0,TRILLO-1,8784,0.06738410958904109
Spain,Trillo 1,PWR,CO2,1997,0.059570576,7765.45,8066.0,TRILLO-1,8760,0.06720000074174709
Spain,Trillo 1,PWR,CO2,1998,0.050551353,6589.73,6686.0,TRILLO-1,8760,0.06719999943548523
Spain,Trillo 1,PWR,CO2,1999,0.052385469,6828.82,6876.0,TRILLO-1,8760,0.06720000065018554
Spain,Trillo 1,PWR,CO2,2000,0.062953896,8206.49,8251.0,TRILLO-1,8784,0.06738410970634218
Spain,Trillo 1,PWR,CO2,2001,0.060659583,7907.41,7966.0,TRILLO-1,8760,0.0671999993777988
Spain,Trillo 1,PWR,CO2,2002,0.06004274,7827.0,7876.0,TRILLO-1,8760,0.0672000003066309
Spain,Trillo 1,PWR,CO2,2003,0.062249447,8114.66,8210.0,TRILLO-1,8760,0.06720000045842957
Spain,Trillo 1,PWR,CO2,2004,0.061217359,7980.12,8121.0,TRILLO-1,8784,0.06738410969459106
Spain,Trillo 1,PWR,CO2,2005,0.061988317,8080.62,8175.0,TRILLO-1,8760,0.06719999912382961
Spain,Trillo 1,PWR,CO2,2006,0.058974904,7687.8,7788.0,TRILLO-1,8760,0.06719999987512681
Spain,Trillo 1,PWR,CO2,2007,0.06097771,7948.88,8039.0,TRILLO-1,8760,0.06720000045289398
Spain,Trillo 1,PWR,CO2,2008,0.059405643,7743.95,7820.0,TRILLO-1,8784,0.06738410864119733
Spain,Trillo 1,PWR,CO2,2009,0.05521063,7197.1,7438.0,TRILLO-1,8760,0.06719999983326617
Spain,Trillo 1,PWR,CO2,2010,0.059033972,7695.5,7969.0,TRILLO-1,8760,0.06719999931388473
Spain,Trillo 1,PWR,CO2,2011,0.060109479,7835.7,7940.0,TRILLO-1,8760,0.06719999949462079
Spain,Trillo 1,PWR,CO2,2012,0.060976943,7948.78,8066.0,TRILLO-1,8784,0.06738411017942375
Spain,Trillo 1,PWR,CO2,2013,0.057435364,7487.11,7656.0,TRILLO-1,8760,0.06719999955122873
Spain,Trillo 1,PWR,CO2,2014,0.059724307,7785.49,7901.0,TRILLO-1,8760,0.06720000016954616
Spain,Trillo 1,PWR,CO2,2015,0.060809786,7926.99,8009.0,TRILLO-1,8760,0.06719999966696061
Spain,Trillo 1,PWR,CO2,2016,0.061404767,8004.55,8111.0,TRILLO-1,8784,0.06738410945374818
Spain,Vandellos 2,PWR,CO2,1987,0.000308997,40.28,318.0,VANDELLOS-2,8760,0.06719994339622641
Spain,Vandellos 2,PWR,CO2,1988,0.039137864,5101.9,6262.0,VANDELLOS-2,8784,0.06738411128716752
Spain,Vandellos 2,PWR,CO2,1989,0.045020855,5868.79,6357.0,VANDELLOS-2,8760,0.06720000030670717
Spain,Vandellos 2,PWR,CO2,1990,0.056263047,7334.29,7925.0,VANDELLOS-2,8760,0.06720000050720656
Spain,Vandellos 2,PWR,CO2,1991,0.055347331,7214.92,7825.0,VANDELLOS-2,8760,0.06719999938460856
Spain,Vandellos 2,PWR,CO2,1992,0.051536876,6718.2,7249.0,VANDELLOS-2,8784,0.06738410865767618
Spain,Vandellos 2,PWR,CO2,1993,0.053011288,6910.4,7377.0,VANDELLOS-2,8760,0.06720000041676315
Spain,Vandellos 2,PWR,CO2,1994,0.055297622,7208.44,7676.0,VANDELLOS-2,8760,0.06720000009988292
